,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
936,4/20/10 23:59,Post Falls,ID,USA,Light,In filed by my house,"It was looking at my house, in tryed to act fast for us to not see it back.",5/12/10,
937,3/18/10 21:00,Meridian,ID,USA,Fireball,1 hour,looks like hundreds of lights in a circle and is moving slowly across the sky. It changes form and does not look like anything that is,4/13/10,
938,2/2/10 20:00,Wendell,ID,USA,Light,20 min approx.,"Amber lights appearing in the skies over Wendell, ID 8:00PM 02/02/2010",2/14/10,
939,2/1/10 21:00,Wendell,ID,USA,Light,20 minutes,Amber lights moving in a diagnal angle seen south of wendell idaho,2/14/10,
940,1/22/10 04:40,Boise,ID,USA,Changing,20-25 seconds,"33' Wide White Object seen over Boise, ID, emitting Screeching/Shrill Noise (01/22/10)",2/14/10,
941,1/16/10 19:30,Boise,ID,USA,Changing,2 minutes,"Red Light Above Boise Descends at Tremendous Speed, Stops to Hover, Emits Radiation - All filmed by Observer 01/16/2010",2/14/10,
942,12/30/09 21:04,Boise,ID,USA,Light,10 seconds,Bright white light moving downward south of Boise then leveling off.,2/14/10,
943,10/5/09 20:10,Eagle,ID,USA,Fireball,4 minutes,A bright fire ball light hovering in the lower sky over Boise Eagle area.,12/12/09,
944,9/23/09 01:00,Meridian,ID,USA,Disk,2 Hrs,"Over 2 hours long UFO hoovers nears Boise, Idaho skys.",12/12/09,
945,9/18/09 23:00,Boise,ID,USA,Light,20 minutes,"Red, slowly pulsating light, that hovered in the north for twenty minutes.",12/12/09,
946,9/18/09 21:50,Boise,ID,USA,Light,15:00,Bright red light in sky moving very slow and at a random pace.,12/12/09,
947,9/18/09 21:10,Boise,ID,USA,Circle,30 minutes,Circle of intensely bright red lights that initially spewed out falling lights and hovered for a long time before receding slowing up.,12/12/09,
948,9/18/09 21:00,Boise,ID,USA,Light,20 Mins,"A red light North of Boise, erratic/still, movment!",12/12/09,
949,9/15/09 21:37,Post Falls,ID,USA,Light,5 minuates,Unkn object following aircraft,12/12/09,
950,9/10/09 21:30,Emmett,ID,USA,Circle,60 sec,Light looked like a star but bigger and brighter went across the sky semi fast got dimmer. ((NUFORC Note: Satellite?? PD)),12/12/09,
951,7/21/09 22:00,Greenleaf,ID,USA,Light,30 seconds,saw light in the southwestern sky of Idaho around the area of greenleaf light appeared in the eastern sky then disappeared,8/5/09,
952,7/20/09 23:14,Boise,ID,USA,Light,10 Seconds,"Very bright object aprox 1000ft agl, steady west to east course, suddenly dims to complete dark. Similar to shooting star fadeout, yet",8/5/09,
953,7/4/09 21:49,Plummer,ID,USA,Rectangle,1 minute 45 seconds,Bright orange object over Northern Idaho.,8/5/09,
954,6/29/09 23:00,Midvale,ID,USA,Fireball,3-4 minutes,"Large orange fireball, turning to orange light heading North to South in central Idaho sky, hovering at times then disappearing.",8/5/09,
955,6/20/09 10:00,Workey,ID,USA,Other,2 minutes,A bright glowing hour glass shaped object which was stationary in the night sky,8/5/09,
956,6/12/09 00:47,Hayden,ID,USA,Triangle,5 minutes,TRIANGULAR FLY BY AGAIN... 3 WHITE FLASHING LIGHTS ONE PULSING RED LIGHT,8/5/09,
957,6/11/09 00:30,Hayden,ID,USA,Triangle,3 Minutes,TRIANGULAR OBJECT WITH WHITE AND RED FLASHING LIGHTS,8/5/09,
958,6/3/09 23:25,Hayden,ID,USA,Other,4 hours,20 Glowing Boomerang shaped objects during 5 sightings over 4 hours,8/5/09,
959,6/3/09 23:25,Hayden,ID,USA,Formation,25 minutes,3 CONCURRENT SIGHTINGS WITHIN 25 MINUTES OF EACH OTHER: At 23:25 on 6/03/09 my girlfriend and I were stargazing when I noticed what I,6/9/09,
