,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
99,3/23/19 22:35,Grand Island,NE,USA,,30 seconds,Flying object with lights moving at fast speeds and in weird directions. Disappeared after 30 seconds. ((anonymous report)),3/29/19,
100,2/15/19 05:00,Lincoln,NE,USA,,5 seconds,"Three bright blue flashes of light filled the entire sky, but no one but me and the witnesses said they knew anything about it.",5/20/21,
101,1/8/19 19:50,Bellevue,NE,USA,Rectangle,3 minutes,I was driving to my home from school. I thought I seen a shooting star it was moving so fast. It blazed across the sky and got closer a,12/1/19,
102,1/3/19 22:30,Omaha,NE,USA,Light,30 minutes,Large bright object that was low on the horizon was pulsating in a stat. position steadily changing color.((NUFORC Note: Sirius? PD)),1/17/19,
103,11/28/18 22:00,Bridgeport,NE,USA,Light,5 minutes,"Small triangular shaped series of red and white lights moving about with very quick up, down and lateral movements, not to be confused.",11/30/18,
104,11/18/18 22:06,York,NE,USA,Oval,10 seconds,Driving from Omaha got past York and saw a green orb shoot across the sky. Then it disappeared. I was very freaked out had to call my h,11/24/18,
105,11/3/18 23:00,Gretna,NE,USA,Triangle,1 minutes,Three red dots in a triangular pattern appeared in the sky and disappeared shortly after. ((anonymous report)),11/9/18,
106,11/2/18 23:40,Omaha,NE,USA,Oval,5 minutes,"Large, oval/rectangle shaped craft hovering for a few moments, before disappearing. ((anonymous report))",11/24/18,
107,10/25/18 21:30,Cozad,NE,USA,Circle,3-5 seconds,"Very pure white bright light came from the NE, changed directions to the W with a arcing 90° turn and dissapeared from my view strai",11/9/18,
108,10/14/18 21:53,Omaha,NE,USA,,,MADAR Node 132,10/18/18,
109,10/13/18 10:58,Omaha,NE,USA,,,MADAR Node 132,10/18/18,
110,10/12/18 21:50,Phillips,NE,USA,Unknown,10 minutes,"UFO along highway 34 Hamilton Co., NE.",10/18/18,
111,10/11/18 21:20,Bellevue,NE,USA,Orb,30 minutes,I walked out side to let the dog out and noticed in the sky multiple bright lights flying in an odd pattern. At first they had a bluish,10/12/18,
112,10/3/18 20:00,Verdigre,NE,USA,Oval,20 minutes,Bright large light in southern sky over north eastern Nebraska. ((NUFORC Note: Possible sighting of Mars?? PD)),10/6/18,
