,Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
614,12/1/18 18:00,Salem,OR,USA,Fireball,2 minutes,"Orange sphere hovers for a minute, and then steadily moves North. ((anonymous report))",5/9/19,
615,11/30/18 00:22,Florence,OR,USA,Formation,20 seconds,"I heard a big jet in the sky close by, so I looked up to see. ((anonymous report))",12/6/18,
616,11/23/18 03:00,Pacific City,OR,USA,Light,12 minutes,4 flashes of very bright focused light a few minutes apart.,11/24/18,
617,11/22/18 08:15,Eugene,OR,USA,Fireball,3 minutes,"While heading W on Beltline saw what appeared to be an aircraft on fire, descending from the clouds with a trail of faint smoke.",11/24/18,
618,11/18/18 09:39,Nehalem,OR,USA,Other,15 minutes,"White-Gold boomerange shaped object above the southern hills, south of the beach, off of Nehalem Bay State Park.",11/30/18,
619,11/18/18 09:39,Nehalem,OR,USA,Other,15 minutes,White-Gold boomeranged shaped object observed from beach off of Nehalem Bay State Park. It was positioned above a southern range of hil,11/24/18,
620,11/17/18 01:30,Beavercreek,OR,USA,Light,50 minutes,Hovering light over Beavercreek tree lines off Beeson Rd..,11/24/18,
621,11/16/18 05:45,Gresham,OR,USA,Light,10 minutes,Super bright light in the Eastern morning sky.,11/24/18,
622,11/15/18 23:45,Forest Grove,OR,USA,Triangle,4-5 seconds,"3 lights moving in triangle formation, moving very fast and accelerated once the points broke off at 90 degree angles.",11/24/18,
623,11/15/18 15:00,Beaverton,OR,USA,Sphere,30 seconds,Chrome object dancing over 217 around 3:00.,11/24/18,
624,11/15/18,Sweet Home,OR,USA,Triangle,Western sky,((HOAX??)) There was a very large v shaped object with colored lights witch only lasted for about 7 seconds. ((anonymous report)),7/12/19,
625,11/10/18 18:35,Salem,OR,USA,Disk,10-12 minutes,"Two disk saucer crafts witness account Salem, Oregon.",11/24/18,
626,11/6/18 19:30,Amity,OR,USA,Light,7 minutes,Pulsating pair of lights traveling SW to NW over Western Oregon.,11/9/18,
627,11/4/18 20:18,Oceanside,OR,USA,Triangle,Unknown,"Oceanside, Oregon Triangular formation of blue lights",11/9/18,
628,11/2/18 00:30,Ontario,OR,USA,Triangle,5-6 hrs per night,Was prospecting in a area in the deserts of Oregon and idaho when my uncle and i noticed two bright lights pinwheeling across the night,11/30/18,
629,10/23/18 02:18,Aloha,OR,USA,Fireball,~15 seconds,"Bright, silent yellow/orange ball heading west at low altitude, did wide sweeping U-turn at slow speed then whooshed upwards at almost",11/9/18,
630,10/13/18 23:45,Portland,OR,USA,Diamond,1 minute,"((Hoax??)) Oblong hexagonic shape, 3 lights, odd cylinder bump on bottom of craft.",10/18/18,
631,10/1/18 19:30,Central Point,OR,USA,Light,5 minutes,Light above southern mountains (Ashland area) ((NUFORC Note: Rocket from Vandenberg AFB. PD)),10/12/18,
632,9/30/18 00:00,Pendleton,OR,USA,Light,45 seconds,"I noticed a light moving NE heading SW. Moving very quickly and doing right angle turns, and then heading back SW.",10/6/18,
633,9/28/18 22:30,Tigard,OR,USA,Light,3 seconds,White light looked like a star moving fast then vanished. Unusual in this area. Never seen this before. ((anonymouf report)),10/6/18,
634,9/25/18 21:15,Portland,OR,USA,Circle,9 seconds,"Blurred round object moved fast, then did a sharp turn, and another before disappearing.",9/27/18,
635,9/22/18 20:45,North Bend,OR,USA,Light,2 minutes,"Bright circle white light flying through the sky, turned red and disappeared.",9/27/18,
636,9/21/18 02:00,Lincoln City,OR,USA,Chevron,5 seconds,Translucent HUGE flying object with HUGE wings.,10/25/18,
637,9/14/18 07:45,Oregon City,OR,USA,Cigar,3 minutes,Metallic cigar shaped craft seen above Oregon City.,9/27/18,
638,9/13/18 21:15,Coos Bay,OR,USA,Other,2 minutes,"I was outside smoking a cigarette on my front porch and in front right above the baseball field it appeared very bright, like a star bu",9/27/18,
639,9/4/18 23:00,Springfield,OR,USA,Light,3 seconds,A bright white sphere seen by only myself traveling at a very hight rate of speed at a low altitude.,9/13/18,
640,8/31/18 20:40,Tualatin,OR,USA,Circle,2-3 seconds,"Fairly big, pure white, circular object with colors trailing after it, very fast.",9/13/18,
641,8/30/18 18:00,Lincoln City,OR,USA,Orb,5 seconds,"Bright, round, white light/orb flies across the sky.",9/13/18,
642,8/29/18 00:00,Florence,OR,USA,Disk,,We seen a ufo with bright yellow lights under them. ((anonymous report)),1/24/19,
643,8/25/18 21:35,Salem,OR,USA,Triangle,1 hour,The power just went out for about 1min. Then came back on. I went out side to investigate and instantly noticed a flashing in the sky.,8/31/18,
644,8/25/18 01:35,Klamath Falls,OR,USA,Disk,~40 seconds,I saw a saucer fly above my neighbor's house at 1:35AM and head to a military airport.,8/31/18,
645,8/17/18 17:07,Gates,OR,USA,Circle,75 minutes,"2 witnesses observe bright object, stationary for 1 hour or more, in afternoon sky over Linn Co., OR. ((NUFORC Note: Balloon?? PD))",10/6/18,
646,8/14/18 23:00,Welches,OR,USA,Light,>1 hour,I noticed what I thought was a satellite but it was not moving as a satell,8/17/18,
647,8/13/18 03:40,Beaverton,OR,USA,Triangle,10-12 seconds,Equilateral triangle with 6 lights on underside,3/29/19,
648,8/11/18 06:30,Chiloquin,OR,USA,Oval,4-6 hours,"Object seen over Chiloquin, OR, At 9:59am on 11 August 2018. ((NUFORC Note: We suspect a high altitude balloon. PD))",8/17/18,
649,8/4/18 00:03,Gresham,OR,USA,Light,35 minutes,"It was happened at 12:03, I opened the sun shade of south window of my room, noticed it was very strange soft lights blinking it rotati",8/10/18,
650,7/28/18 23:00,Eugene,OR,USA,Light,2 minutes,2 Solid Teal Green lights East of my sight Both lights Stationary at First Then both became Solid Red lights or Balls and the right li,8/10/18,
651,7/28/18 14:06,Hood River,OR,USA,Cigar,8 minutes,"Two long objects over Columbia River Gorge, disappeared into the clouds.",8/10/18,
652,7/28/18 01:00,Lebanon,OR,USA,Light,1.5 minutes,"Early Saturday morning (7/28/2018), I went outside for some fresh air and to observe the night sky like I have done numerous times. Af",8/10/18,
653,7/25/18 06:45,Wilsonville,OR,USA,Unknown,5-8 seconds,Strange people walking (no object seen).,8/10/18,
654,7/23/18 04:50,Cape Mears,OR,USA,Orb,4 minutes,"Early in the morning on July, 23, 2018, my husband and I were sleeping in a tent very close to the oceans edge. At 4:50 a.m. we were bo",8/10/18,
655,7/23/18 04:50,Cape Mears,OR,USA,Orb,4 minutes,Bright orbs over the Oregon Coast!,8/10/18,
